,title,author,style,complete,introduce,wordNum,url
89,柯南之我不是蛇精病,烟火酒颂,轻小说·衍生同人,连载,穿越名侦探柯南的世界，池非迟被送进了医院。周二。医生：“明天周几？”池非迟：“周三。”医生：“咳，明天周五。”池非迟：“……”8月21日。医生：“明天几月几日？”池非迟：“8月22日。”医生：“咳，明,𘣂𘢾𘢼𘢽𘢸𘢾,//book.qidian.com/info/1017470457/
90,我在现实世界加点修行,人走偏锋,科幻·进化变异,连载,27岁刚刚失业的陈决本来有些迷茫，直到偶然觉醒了一个能加点的现实外挂，他才发现之前一直在意的金钱、事业、爱情、社会地位等等，在生命进化面前都是过眼云烟。修行代码:298662232（滑稽）,𘣂𘣃𘢽𘢾𘢸,//book.qidian.com/info/1035256361/
91,四合院之饮食男女,武文弄沫,都市·都市生活,连载,波澜壮阔的时代变迁中，总有一些人和事沉寂在了时间的长河里，看回到红旗招展时代的李学武沧海拾贝，品味年代人生。（群：八五一五五零九九二）,𘢻𘢺𘣃𘢽𘣁𘢺,//book.qidian.com/info/1033780528/
92,什么叫六边形打野啊,这很科学啊,游戏·电子竞技,连载,{英雄联盟电竞文}团战、Gank、视野、操作、意识、英雄池……全部拉满！顾行用职业生涯诠释着，什么叫六边形打野！……18岁的顾行意外发现了自己的独特天赋，他原本只想利用暑期空闲时间赚点生活费，缓解一下,𘢻𘣂𘢻𘢽𘢿𘢻,//book.qidian.com/info/1031785579/
93,消费系男神,起酥面包,都市·都市生活,连载,时代浪潮滚滚向前，得到消费系统的韩烈，逆流而上。,𘢸𘢸𘢽𘣃𘢿,//book.qidian.com/info/1033893076/
94,从军火商到战争之王,耗子爱吃鸡腿,都市·都市生活,连载,一个神奇的‘万能工具箱’，让乔加踏入了军火界。世界的波谲诡异让乔加逐渐改变了自己的目标……“先生，你是怎么走到这一步的？”“我不知道，我一开始只是想要赚点钱，买一套房子，娶一个老婆。但是慢慢的随着我的,𘢿𘣃𘢺𘢽𘢻𘢾,//book.qidian.com/info/1034571136/
95,大乘期才有逆袭系统,最白的乌鸦,仙侠·修真文明,完结,江离穿越过来，发现没有金手指，只能老老实实的修炼，五百年后，他成为九州最强者，突然出现一个系统，说能帮宿主从练气期逆袭成为九州第一人。江离看着第一个任务，陷入沉思。“请宿主打败你的堂哥（练气六层）。”,𘢿𘢾𘢺𘢽𘣂,//book.qidian.com/info/1031148907/
96,这个影帝要加钱,游方老盗,都市·娱乐明星,连载,从明朝穿越到２０００年，这一世，丁修只能换个活法。导演：听说你很能打，我有个戏想找你，难度很高。丁修：加钱就行。导演：其实找你只是买个保险，不一定用的上。丁修：这我不管，找了我就要给钱，少一个子都不行,𘢾𘣂𘢽𘢿,//book.qidian.com/info/1034706141/
97,万相之王,天蚕土豆,玄幻·东方玄幻,连载,天地间，有万相。而我李洛，终将成为这万相之王。继《斗破苍穹》《武动乾坤》《大主宰》《元尊》之后，天蚕土豆又一部玄幻力作。,𘢿𘢼𘢾𘢽𘣀𘣂,//book.qidian.com/info/1027368101/
98,仙子，请听我解释,弥天大厦,仙侠·幻想修仙,连载,大炎皇朝国祚一千三百余年。皇帝病危，太子监国，地方仙门盘踞，中央权相乱朝。一觉醒来，许元看到了深山的雨夜破庙，看到了诡异的断臂石佛，以及，那位篝火旁面掩薄纱的黑衣女子。......他成了最终BOSS第,𘢺𘣂𘢽𘣁𘣂,//book.qidian.com/info/1035294721/
99,人在港综，你管这叫卧底？,不吃葱花,诸天无限·诸天,连载,虚假的卧底——小心翼翼隐藏身份，昧着良心当瘪三，偶尔触动恻隐偷偷摸摸当好人，跟上线见面跟偷情一样。真正的卧底——胆大心细，心狠手辣，光明正大给差佬递小纸条陷害对手。,𘣀𘢾𘢽𘣀𘣂,//book.qidian.com/info/1035451638/
